industry_sector,consumption_unit,energy_consumed,emissions_co2eq,fuel_description,fuel_type,financial_year_start_date
Chemicals & fertilisers,kwh,0.0,0.0,Electricity own generated,Forms of energy,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.001816354717,7359.538086,Coal consumed,Coal and Lignite,2014-01-01 00:00:00+05:30
Non-specified Industry,Kg,2.271143603e-05,53.3939476,"Gas, n.e.c",All gases,2013-01-01 00:00:00+05:30
Textile and Leather,Tonne,0.0005565937608,2255.216309,Coal consumed,Coal and Lignite,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,K. Watt,0.02687174003,306268.0313,Electricity purchased,Forms of energy,2013-01-01 00:00:00+05:30
Non-specified Industry,K. Watt,0.0,0.0,Electricity own generated,Forms of energy,2013-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K. Watt,0.0,0.0,Electricity own generated,Forms of energy,2011-01-01 00:00:00+05:30
Machinery,Litre,3.293812188e-05,107.0821152,Furnace oil,Petroleum fuels,2015-01-01 00:00:00+05:30
Textile and Leather,k. litres,0.000444973266,1385.132324,Diesel,petroleum fuels,2007-01-01 00:00:00+05:30
Transport Equipment,tonne,0.0002904334906,1176.783569,Coal consumed,Coal and Lignite,2009-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.010318136,119999.9531,Electricity purchased,Forms of energy,2007-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K.litres,0.0001066704208,322.2230225,Kerosene,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.001890677493,5505.421387,"Fuel, aviation turbine",petroleum fuels,2007-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,1.338132392e-06,4.165397167,High speed diesel,petroleum fuels,2009-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0001078462592,314.0350952,Spirit type (gasolene type) jet fuel,petroleum fuels,2013-01-01 00:00:00+05:30
Non-specified Industry,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2016-01-01 00:00:00+05:30
Transport Equipment,Cubic meter,3.092104281e-05,72.69450378,Gas consumed,All Gases,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.0003663514217,1444.406494,Coal,Coal,2008-01-01 00:00:00+05:30
Chemicals & fertilisers,k. litres,5.223414701e-05,162.5967407,High speed diesel,petroleum fuels,2004-01-01 00:00:00+05:30
Iron and Steel,tonne,0.005952422041,19351.375,Furnace oil,petroleum fuels,2004-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,6.794355431e-05,209.2219543,Light petroleum oil,petroleum fuels,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,0.0004178607778,1300.735352,Diesel,petroleum fuels,2012-01-01 00:00:00+05:30
Non-specified Industry,kwh,0.0,0.0,Electricity own generated,Forms of energy,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.0002355116158,928.546936,Coal,Coal,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,0.0002157398121,671.5643921,Diesel,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,1.100150826e-06,3.387748718,Light petroleum oil,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Ferrous Metals,K.litres,1.347535544e-05,41.94667816,Diesel,petroleum fuels,2011-01-01 00:00:00+05:30
Non-specified Industry,Tonne,0.0003499771701,1432.300903,Petroleum coke,petroleum fuels,2014-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.001914793975,8577.71875,Coke dust,Coal & Lignite Products,2016-01-01 00:00:00+05:30
Machinery,tonne,0.01145914118,46430.35156,Coal consumed,Coal and Lignite,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,0.0001948748395,588.6651001,Kerosene,petroleum fuels,2011-01-01 00:00:00+05:30
Textile and Leather,tonne,0.0002378927747,773.3913574,Furnace oil,petroleum fuels,2008-01-01 00:00:00+05:30
Textile and Leather,k. litres,0.0003356054367,1044.687378,Diesel,petroleum fuels,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,4.374564469e-06,13.21439743,Kerosene n.e.c,petroleum fuels,2010-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",tonne,6.968687194e-05,282.3585205,Coal consumed,Coal and Lignite,2007-01-01 00:00:00+05:30
Transport Equipment,Kg,0.0008242006879,2179.226074,Liquidified petroleum gas (LPG),Petroleum fuels,2014-01-01 00:00:00+05:30
Transport Equipment,K.litres,0.006847678218,22261.85938,Fuel oils n.e.c,petroleum fuels,2012-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K. litre,0.0001752000535,545.3703613,Diesel,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,Litre,5.14782883e-08,0.1673563421,Furnace oil,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,Cubic meter,0.01072981623,25211.56836,Gas consumed,Natural gas,2008-01-01 00:00:00+05:30
Machinery,kwh,0.0,0.0,Electricity own generated,Forms of energy,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0009922141908,4060.691162,Petroleum coke,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,9.156876501e-08,0.2976908386,Fuel oils n.e.c,petroleum fuels,2013-01-01 00:00:00+05:30
Transport Equipment,Cubic meter,0.006094855934,14328.83496,Gas consumed,Natural gas,2009-01-01 00:00:00+05:30
Transport Equipment,tonne,6.782315268e-06,27.75699997,Petroleum coke,petroleum fuels,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,4.556681552e-05,184.6284332,Coal consumed,Coal and Lignite,2016-01-01 00:00:00+05:30
Non-Ferrous Metals,K.litres,0.0001709198405,555.6618652,Fuel oils n.e.c,petroleum fuels,2011-01-01 00:00:00+05:30
Transport Equipment,Tonne,5.259386853e-06,21.31007576,Coal consumed,Coal and Lignite,2015-01-01 00:00:00+05:30
Textile and Leather,K. Watt,0.01611920747,183717.1094,Electricity purchased,Forms of energy,2013-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.0,0.0,Electricity own generated,Forms of energy,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,0.0002029962488,625.0964355,Light petroleum oil,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,Litre,0.0001297786221,421.9114075,Furnace oil,petroleum fuels,2014-01-01 00:00:00+05:30
Transport Equipment,Litre,0.002214386594,7198.989746,Furnace oil,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,1.548689177e-08,0.04678178951,Kerosene n.e.c,petroleum fuels,2012-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.003370295046,10956.85742,Fuel oils n.e.c,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Ferrous Metals,Tonne,0.003135494655,12832.18359,Petroleum coke,petroleum fuels,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2014-01-01 00:00:00+05:30
Non-Ferrous Metals,K. Watt,0.001424664704,16071.79004,Electricity purchased,Forms of energy,2011-01-01 00:00:00+05:30
Textile and Leather,Tonne,0.0004952588934,2006.69873,Coal consumed,Coal and Lignite,2017-01-01 00:00:00+05:30
Transport Equipment,k. litres,1.12477137e-05,35.01237869,High speed diesel,petroleum fuels,2005-01-01 00:00:00+05:30
"Pulp, Paper and Print",Cubic meter,1.988726588e-07,0.467544049,Gas consumed,All gases,2013-01-01 00:00:00+05:30
Machinery,K. litre,0.0001341912575,390.7485046,"Fuel, aviation turbine",petroleum fuels,2014-01-01 00:00:00+05:30
Transport Equipment,K.litres,0.005796240177,18843.625,Fuel oils n.e.c,petroleum fuels,2011-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,1.460243766e-05,44.96601105,"Medium petroleum oil, n.e.c.",petroleum fuels,2016-01-01 00:00:00+05:30
Iron and Steel,K.litres,5.631938257e-05,183.0947876,Fuel oils n.e.c,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0001068575366,479.8225098,Petroleum products obtained from bitumen n.e.c.,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Ferrous Metals,Litre,0.0003687323479,1198.751953,Furnace oil,petroleum fuels,2017-01-01 00:00:00+05:30
Wood and wood products,K. litre,0.002058278769,6407.100586,Diesel,petroleum fuels,2014-01-01 00:00:00+05:30
Machinery,Tonne,0.0001949979633,798.039917,Petroleum coke calcined,petroleum fuels,2010-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0001280982542,398.7498779,High speed diesel,Petroleum fuels,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0001175260186,353.5386963,Superior kerosene,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,Cubic meter,0.0001085439031,255.1836548,Gas consumed,All Gases,2012-01-01 00:00:00+05:30
Transport Equipment,Cubic meter,1.201776372e-05,28.2534256,Gas consumed,Natural gas,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0001622916752,505.1886597,Diesel,petroleum fuels,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,tonne,0.01516790036,61502.01563,Coal for carbonisation,Coal,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,0.001573268091,4897.337891,Diesel,petroleum fuels,2013-01-01 00:00:00+05:30
Transport Equipment,Kg,0.001219554222,3224.55957,Liquidified petroleum gas (LPG),Petroleum fuels,2016-01-01 00:00:00+05:30
Iron and Steel,K.litres,1.416481609e-06,4.278814793,Kerosene,petroleum fuels,2011-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0001067427875,436.8507385,Petroleum coke calcined,petroleum fuels,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,0.0001514271426,457.4212036,Kerosene n.e.c,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,5.05259377e-05,152.6254272,Kerosene,petroleum fuels,2016-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.001710563782,7000.57666,Petroleum coke calcined,petroleum fuels,2016-01-01 00:00:00+05:30
Machinery,K.litres,0.002395935589,7789.206543,Fuel oils n.e.c,petroleum fuels,2010-01-01 00:00:00+05:30
Machinery,Tonne,0.0002003675181,820.0151367,Petroleum coke calcined,petroleum fuels,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.006333120167,19051.12695,Superior kerosene,petroleum fuels,2017-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.0,0.0,Electricity own generated,Forms of energy,2005-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.1943997354,787672.25,Coal consumed,Coal and Lignite,2012-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K.litres,7.943109813e-05,239.9402618,Kerosene,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,2.272361598e-05,68.64201355,Kerosene n.e.c,petroleum fuels,2014-01-01 00:00:00+05:30
"Pulp, Paper and Print",K. litre,0.02513367496,75922.15625,Kerosene,petroleum fuels,2017-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Tonne,0.2981474698,918100.3125,Shale Oil,Petroleum fuels,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,tonne,0.1060779824,429808.6563,Coal consumed,Coal and Lignite,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,0.0001768834773,544.6860962,Light petroleum oil,petroleum fuels,2013-01-01 00:00:00+05:30
Non-Metallic Minerals,Cubic meter,2.738401216e-05,64.37904358,Gas consumed,Natural gas,2017-01-01 00:00:00+05:30
Non-Ferrous Metals,K. Watt,0.003013673879,33997.5625,Electricity purchased,Forms of energy,2011-01-01 00:00:00+05:30
Transport Equipment,K. litre,0.005588724278,18168.99023,Fuel oils n.e.c,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Ferrous Metals,Kwatt,0.001789024587,20390.23438,Electricity purchased,Forms of energy,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,kwh,0.0009334150726,10855.62012,Electricity purchased,Forms of energy,2007-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K.litres,0.00892008841,25974.20508,Spirit type (gasolene type) jet fuel,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.002380876802,6932.821777,"Fuel, aviation turbine",petroleum fuels,2008-01-01 00:00:00+05:30
Iron and Steel,Litre,0.01725799404,56105.88281,Furnace oil,petroleum fuels,2013-01-01 00:00:00+05:30
Machinery,Kg,2.42027545e-05,63.99324036,Liquidified petroleum gas (LPG),Petroleum fuels,2016-01-01 00:00:00+05:30
Iron and Steel,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.01724825266,192573.3438,Electricity purchased,Forms of energy,2010-01-01 00:00:00+05:30
"Pulp, Paper and Print",K. litre,1.199498183e-05,36.23365402,Kerosene,petroleum fuels,2015-01-01 00:00:00+05:30
Non-specified Industry,Cubic meter,4.954243923e-05,116.4728851,Re-gasified LNG,Natural gas,2015-01-01 00:00:00+05:30
Wood and wood products,tonne,0.002195637673,7138.036133,Furnace oil,petroleum fuels,2009-01-01 00:00:00+05:30
Textile and Leather,k. litres,0.001003420446,3031.066406,Kerosene,petroleum fuels,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2014-01-01 00:00:00+05:30
Textile and Leather,K. litre,4.223922224e-05,137.3200684,Fuel oils n.e.c,petroleum fuels,2016-01-01 00:00:00+05:30
Iron and Steel,k. litres,7.231270956e-06,22.50981522,Diesel,petroleum fuels,2004-01-01 00:00:00+05:30
Chemicals & fertilisers,kwh,0.0,0.0,Electricity own generated,Forms of energy,2007-01-01 00:00:00+05:30
Textile and Leather,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2016-01-01 00:00:00+05:30
Non-Ferrous Metals,Litre,0.002601510612,8457.533203,Furnace oil,petroleum fuels,2013-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2014-01-01 00:00:00+05:30
Non-specified Industry,Litre,0.002945577726,9576.098633,Furnace oil,Petroleum fuels,2016-01-01 00:00:00+05:30
Transport Equipment,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2017-01-01 00:00:00+05:30
Wood and wood products,K. Watt,0.01923862756,221507.8438,Electricity purchased,Forms of energy,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.0006823037984,2792.365723,Petroleum coke calcined,petroleum fuels,2007-01-01 00:00:00+05:30
Iron and Steel,Litre,0.002562160371,8329.604492,Furnace oil,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.01250467543,51176.07422,Petroleum coke,petroleum fuels,2017-01-01 00:00:00+05:30
Non-Ferrous Metals,K. litre,1.519873513e-05,47.31128693,Diesel,petroleum fuels,2013-01-01 00:00:00+05:30
Textile and Leather,Kwatt,0.02153663788,240452.3281,Electricity purchased,Forms of energy,2010-01-01 00:00:00+05:30
Transport Equipment,K. litre,0.0005988907069,1844.19397,Other light petroleum oils and light oils obtained from bituminous minerals n.e.c,petroleum fuels,2015-01-01 00:00:00+05:30
Transport Equipment,K.litres,0.006378453225,19855.12891,High speed diesel,petroleum fuels,2011-01-01 00:00:00+05:30
Non-Ferrous Metals,kwh,0.0002327618349,2734.091064,Electricity purchased,Forms of energy,2008-01-01 00:00:00+05:30
Non-Ferrous Metals,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2015-01-01 00:00:00+05:30
Non-specified Industry,Tonne,3.469311196e-06,15.57825184,Petroleum products obtained from bitumen n.e.c.,petroleum fuels,2015-01-01 00:00:00+05:30
Transport Equipment,K. litre,0.003624802921,10554.98242,"Fuel, aviation turbine",petroleum fuels,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.0002228002559,911.8223267,Petroleum coke calcined,petroleum fuels,2011-01-01 00:00:00+05:30
Machinery,k. litres,9.500617307e-05,286.9884033,Kerosene,petroleum fuels,2009-01-01 00:00:00+05:30
Textile and Leather,Tonne,2.314416605e-07,1.036791205,"Briquettes, coal, coal dust",Coal,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.000425242557,1714.459351,Anthracite (raw coal),Coal,2006-01-01 00:00:00+05:30
Iron and Steel,K. Watt,0.05284933058,596198.75,Electricity purchased,Forms of energy,2011-01-01 00:00:00+05:30
Machinery,K. litre,1.876704482e-05,58.41888046,High speed diesel,petroleum fuels,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,0.0001142489637,355.6391907,Diesel,petroleum fuels,2008-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Kwatt,0.02139180883,238835.3281,Electricity purchased,Forms of energy,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2010-01-01 00:00:00+05:30
Machinery,Kwatt,0.05519112551,629035.5,Electricity purchased,Forms of energy,2016-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Kwatt,0.03376250434,384804.875,Electricity purchased,Forms of energy,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,8.765644452e-06,35.51679611,Coal consumed,Coal and Lignite,2010-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,0.004393497016,13271.58789,Kerosene,petroleum fuels,2011-01-01 00:00:00+05:30
Iron and Steel,Litre,2.433192549e-06,7.910329342,Furnace oil,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.01200339478,49124.55469,Petroleum coke,petroleum fuels,2015-01-01 00:00:00+05:30
Textile and Leather,Litres,0.002415937604,7854.233887,Furnace oil,petroleum fuels,2011-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Kwatt,0.0002185404446,2490.793457,Electricity purchased,Forms of energy,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.02812776342,91443.59375,Furnace oil,Petroleum fuels,2009-01-01 00:00:00+05:30
Non-Ferrous Metals,Tonne,3.538889359e-08,0.1448310018,Petroleum coke,petroleum fuels,2010-01-01 00:00:00+05:30
Non-specified Industry,Litre,0.01624081843,52799.03906,Furnace oil,petroleum fuels,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,6.062001034e-08,0.1887006164,Gas oils,petroleum fuels,2013-01-01 00:00:00+05:30
Non-specified Industry,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0005867898581,2401.469727,Petroleum coke,petroleum fuels,2010-01-01 00:00:00+05:30
Machinery,k. litres,0.001102413516,3431.641113,Diesel,petroleum fuels,2007-01-01 00:00:00+05:30
Chemicals & fertilisers,,0.0,0.0,steam energy,Forms of energy,2007-01-01 00:00:00+05:30
Machinery,tonne,0.01303497981,42376.82813,Furnace oil,petroleum fuels,2008-01-01 00:00:00+05:30
Non-specified Industry,Kwatt,0.102120285,1163906.0,Electricity purchased,Forms of energy,2016-01-01 00:00:00+05:30
Chemicals & fertilisers,k. litres,0.003566781292,11102.83398,Diesel,petroleum fuels,2008-01-01 00:00:00+05:30
Iron and Steel,Tonne,2.027487938e-07,0.8297606111,Petroleum coke calcined,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,kwh,0.0,0.0,Electricity own generated,Forms of energy,2007-01-01 00:00:00+05:30
Non-specified Industry,Cubic meter,1.788306894e-06,4.204259396,Gas consumed,Natural gas,2015-01-01 00:00:00+05:30
Machinery,Kg,0.005097974557,13479.28906,liquified petroleum gas,Petroleum fuels,2012-01-01 00:00:00+05:30
Machinery,K. litre,2.84469661e-05,92.48132324,Fuel oils n.e.c,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,8.459100172e-06,26.33185959,High speed diesel,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,6.157235475e-06,18.59937286,Kerosene,petroleum fuels,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,1.837788295e-05,57.20748138,Diesel,petroleum fuels,2005-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.0,0.0,Electricity own generated,Forms of energy,2008-01-01 00:00:00+05:30
Chemicals & fertilisers,Kwatt,0.09474725505,1079872.625,Electricity purchased,Forms of energy,2015-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Kwatt,0.03000773778,342010.2813,Electricity purchased,Forms of energy,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.001056698442,4281.549316,Coal consumed,Coal and Lignite,2011-01-01 00:00:00+05:30
Chemicals & fertilisers,Litres,0.003407023381,11076.26172,Furnace oil,petroleum fuels,2010-01-01 00:00:00+05:30
